First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,Link,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Livinha,Souza,The Brazilian Gangsta,"5' 3""",115 lbs.,"63.0""",Orthodox,14,4,0,0,http://ufcstats.com/fighter-details/dab8cfbb6b1db10a,1.75,45%,3.60,56%,2.54,2.54,45%,40%,1.4
Bruno,Souza,The Tiger,"5' 10""",145 lbs.,"70.0""",Orthodox,10,3,0,0,http://ufcstats.com/fighter-details/0e5c4e72237461bb,3.73,39%,5.30,45%,0.50,0.50,16%,60%,0.0
Willian,Souza,Colorado,--,135 lbs.,--,,11,1,0,0,http://ufcstats.com/fighter-details/dfc7f0a2d91ad337,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Charon,Spain,,"5' 9""",155 lbs.,--,,14,26,0,0,http://ufcstats.com/fighter-details/c278e8843b8abfec,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Chris,Spang,The Kiss,"6' 2""",170 lbs.,--,Orthodox,6,3,0,0,http://ufcstats.com/fighter-details/411d012af19ecb59,1.83,36%,1.95,60%,0.00,0.00,0%,50%,0.9
Andreas,Spang,Sweet Swede,"6' 1""",185 lbs.,--,,9,3,0,0,http://ufcstats.com/fighter-details/b9eb5b4ed07d1525,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Ryan,Spann,Superman,"6' 5""",205 lbs.,"79.0""",Orthodox,20,7,0,0,http://ufcstats.com/fighter-details/a67f5afa8d6a1b80,3.35,44%,3.41,47%,1.50,1.50,38%,50%,1.8
Ron,Sparks,The Monster,"6' 5""",265 lbs.,--,,8,3,0,0,http://ufcstats.com/fighter-details/743fd9080892501d,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Tommy,Speer,,"5' 10""",170 lbs.,"71.0""",Orthodox,21,7,0,0,http://ufcstats.com/fighter-details/1411c630ba711b64,2.56,51%,5.12,35%,2.02,2.02,33%,33%,0.0
Patrick,Speight,,"6' 1""",170 lbs.,--,Orthodox,7,3,0,0,http://ufcstats.com/fighter-details/ae4650eb56ab6a11,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Sean,Spencer,Black Magic,"5' 10""",170 lbs.,"74.0""",Orthodox,12,6,0,0,http://ufcstats.com/fighter-details/ab850a77a0fa487d,4.24,32%,4.02,60%,0.14,0.14,33%,68%,0.0
Felicia,Spencer,FeeNom,"5' 6""",145 lbs.,"68.0""",Orthodox,9,3,0,0,http://ufcstats.com/fighter-details/39d91e95949de3d9,3.21,48%,4.54,45%,1.18,1.18,18%,27%,0.2
Sam,Spengler,The Ram,"5' 11""",185 lbs.,--,Orthodox,9,5,0,0,http://ufcstats.com/fighter-details/221b2a3070c7ce3e,3.27,62%,3.27,54%,1.75,1.75,11%,75%,1.8
Nick,Sperling,,--,135 lbs.,--,,3,4,0,0,http://ufcstats.com/fighter-details/7d68f3bec89e08ec,1.40,25%,1.40,66%,0.00,0.00,0%,0%,0.0
Mario,Sperry,Zen Machine,"6' 2""",205 lbs.,--,Orthodox,13,4,0,0,http://ufcstats.com/fighter-details/5f2197acaba7d5ef,2.81,52%,1.53,47%,2.09,2.09,42%,71%,1.4
Eric,Spicely,Zebrinha,"6' 1""",185 lbs.,"73.0""",Orthodox,12,6,0,0,http://ufcstats.com/fighter-details/b9664eae2ac75262,3.71,45%,5.72,55%,1.31,1.31,20%,75%,1.0
Waachiim,Spiritwolf,Native Warrior,"5' 8""",170 lbs.,--,,12,13,1,0,http://ufcstats.com/fighter-details/71caa995674203aa,10.00,100%,10.00,0%,0.00,0.00,0%,0%,0.0
Daniel,Spitz,,"6' 7""",245 lbs.,"82.0""",Orthodox,6,3,0,0,http://ufcstats.com/fighter-details/f86cb5f25d545e0e,2.60,35%,5.30,46%,0.74,0.74,66%,0%,0.0
Serghei,Spivac,Polar Bear,"6' 3""",260 lbs.,"78.0""",Orthodox,14,3,0,0,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c,3.79,49%,3.22,54%,3.29,3.29,60%,70%,0.2
Daniel,Spohn,Dragon,"6' 4""",205 lbs.,"79.0""",Southpaw,15,6,0,0,http://ufcstats.com/fighter-details/87f3bbf52e6c9dc9,2.42,49%,1.60,53%,0.00,0.00,0%,28%,2.5
Pete,Spratt,The Secret Weapon,"5' 9""",170 lbs.,--,Orthodox,25,23,0,0,http://ufcstats.com/fighter-details/c3ea8deeba00462b,1.63,48%,1.33,55%,0.30,0.30,100%,46%,0.3
Austin,Springer,,"5' 8""",145 lbs.,"71.0""",Orthodox,12,4,0,0,http://ufcstats.com/fighter-details/37cc294027f55e4d,3.54,57%,3.15,41%,3.37,3.37,40%,100%,0.8
Georges,St-Pierre,Rush,"5' 11""",185 lbs.,"76.0""",Orthodox,26,2,0,0,http://ufcstats.com/fighter-details/6506c1d34da9c013,3.78,53%,1.40,72%,4.16,4.16,74%,83%,1.1
Bobby,Stack,,"5' 9""",155 lbs.,--,Orthodox,8,3,0,0,http://ufcstats.com/fighter-details/6436029b50a9c255,1.00,20%,2.89,34%,7.48,7.48,45%,100%,0.0
Andreas,Stahl,Real Steel,"5' 11""",170 lbs.,--,Orthodox,10,4,0,0,http://ufcstats.com/fighter-details/69a400af4420cd6a,2.83,37%,4.74,57%,1.55,1.55,66%,80%,0.0
Ron,Stallings,The Choir Boy,"6' 2""",170 lbs.,"75.0""",Southpaw,14,8,0,0,http://ufcstats.com/fighter-details/6dd758d34da8d254,3.22,60%,3.26,51%,0.00,0.00,0%,71%,0.0
Cody,Stamann,The Spartan,"5' 6""",135 lbs.,"64.0""",Orthodox,20,5,1,0,http://ufcstats.com/fighter-details/bf7ad5628363eec9,4.19,47%,3.39,63%,2.76,2.76,42%,75%,0.0
Cristina,Stanciu,Barbie,"5' 3""",115 lbs.,--,Orthodox,5,2,0,0,http://ufcstats.com/fighter-details/175852708cb55776,2.50,50%,3.07,52%,0.85,0.85,100%,40%,1.7
Brian,Stann,All American,"6' 1""",205 lbs.,"74.0""",Orthodox,12,6,0,0,http://ufcstats.com/fighter-details/579fcdfcabd23a7b,3.28,42%,2.65,59%,0.12,0.12,12%,60%,0.3
Josh,Stansbury,The Sandman,"6' 2""",205 lbs.,"74.0""",Orthodox,4,8,0,0,http://ufcstats.com/fighter-details/30ea504870f8597b,3.22,54%,3.54,54%,0.00,0.00,0%,87%,1.0
Dion,Staring,Soldier,"6' 1""",235 lbs.,--,Orthodox,35,14,0,0,http://ufcstats.com/fighter-details/289a57039d742bfe,1.09,37%,5.00,47%,0.00,0.00,0%,33%,0.0
Lucas,Stark,,--,155 lbs.,--,,1,5,0,0,http://ufcstats.com/fighter-details/93e4754d0984c82f,1.60,25%,3.20,66%,12.00,12.00,100%,0%,0.0
Clifford,Starks,,"6' 0""",185 lbs.,"78.0""",Orthodox,13,3,0,0,http://ufcstats.com/fighter-details/5abf827d62f98fee,1.94,33%,2.49,58%,1.94,1.94,100%,60%,0.0
Kalib,Starnes,,"6' 3""",185 lbs.,"74.0""",Orthodox,17,11,1,0,http://ufcstats.com/fighter-details/c8136ab8aa32c974,2.71,48%,4.43,53%,1.46,1.46,33%,25%,0.6
Laureano,Staropoli,Pepi,"6' 1""",185 lbs.,"71.0""",Orthodox,9,5,0,0,http://ufcstats.com/fighter-details/a12a8314adc1c1c9,3.31,34%,3.73,54%,0.83,0.83,26%,48%,0.0
Damian,Stasiak,Webster,"5' 5""",135 lbs.,"70.0""",Orthodox,10,6,0,0,http://ufcstats.com/fighter-details/42a7e90605df3c8a,1.86,36%,3.10,52%,2.64,2.64,35%,43%,0.6
Adam,Steele,,--,170 lbs.,--,,0,1,0,0,http://ufcstats.com/fighter-details/16044bd8762cf794,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Dominique,Steele,Non-Stop Action-Packed,"5' 10""",170 lbs.,"74.0""",Orthodox,14,9,0,0,http://ufcstats.com/fighter-details/68c11c27d4d56572,2.32,49%,2.42,50%,2.95,2.95,42%,76%,0.0
Ricky,Steele,The Karate Kid,"5' 9""",135 lbs.,"74.0""",Orthodox,6,0,0,0,http://ufcstats.com/fighter-details/09a6ed4ee97a5606,4.07,70%,2.93,50%,0.00,0.00,0%,91%,0.0
Eric,Steenberg,,--,155 lbs.,--,,5,1,0,0,http://ufcstats.com/fighter-details/377bc9dc0b2745f9,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Steve,Steinbeiss,The Hooligan,"6' 3""",185 lbs.,"75.0""",Orthodox,9,4,0,0,http://ufcstats.com/fighter-details/0b5b6876c2a4723f,3.92,55%,1.86,49%,0.44,0.44,50%,58%,0.0
Ray,Steinbeiss,Ipswitch Cobra,"5' 11""",170 lbs.,--,Orthodox,14,7,0,0,http://ufcstats.com/fighter-details/6000b5ae6c462142,0.00,0%,0.00,100%,0.00,0.00,0%,0%,0.0
Dmitri,Stepanov,,"6' 3""",217 lbs.,--,Orthodox,0,1,0,0,http://ufcstats.com/fighter-details/738acab0c6934dd8,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Jeremy,Stephens,Lil' Heathen,"5' 9""",145 lbs.,"71.0""",Orthodox,28,19,0,0,http://ufcstats.com/fighter-details/18968f97ad34f15c,3.17,40%,3.05,58%,1.16,1.16,38%,65%,0.4
Aljamain,Sterling,Funk Master,"5' 7""",135 lbs.,"71.0""",Orthodox,21,3,0,1,http://ufcstats.com/fighter-details/cb696ebfb6598724,4.56,50%,2.24,60%,1.71,1.71,21%,41%,0.8
Marc,Stevens,,"5' 9""",155 lbs.,--,,21,10,0,0,http://ufcstats.com/fighter-details/310c4d4b2b32796b,0.45,26%,1.79,46%,0.00,0.00,0%,0%,0.0
Joe,Stevenson,Daddy,"5' 7""",145 lbs.,"70.0""",Orthodox,33,16,0,0,http://ufcstats.com/fighter-details/79899ecf62020f6d,2.05,44%,2.44,60%,2.75,2.75,44%,39%,2.2
Maia,Stevenson,,"5' 4""",115 lbs.,"62.0""",Orthodox,6,5,0,0,http://ufcstats.com/fighter-details/2fee10d5cf86bfca,1.57,54%,3.13,33%,3.91,3.91,100%,50%,0.0
Luke,Stewart,,"5' 11""",170 lbs.,--,Orthodox,6,3,0,0,http://ufcstats.com/fighter-details/27b1a406ac171b19,3.75,56%,2.34,53%,3.75,3.75,33%,50%,1.9
Darren,Stewart,The Dentist,"6' 0""",205 lbs.,"74.0""",Orthodox,12,8,0,0,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f,3.05,45%,3.29,48%,1.75,1.75,45%,67%,0.1
Kyle,Stewart,Gunz Up,"6' 0""",170 lbs.,"76.0""",Orthodox,11,3,0,0,http://ufcstats.com/fighter-details/bb61823f76361297,1.41,35%,2.42,43%,1.32,1.32,20%,60%,0.0
Alex,Stiebling,The Brazilian Killa,"6' 2""",205 lbs.,--,Southpaw,19,11,1,0,http://ufcstats.com/fighter-details/df5a77121ba84a5d,1.77,42%,1.45,52%,0.35,0.35,66%,66%,0.7
Tyler,Stinson,The Evolution,"6' 3""",170 lbs.,--,,30,10,0,0,http://ufcstats.com/fighter-details/2cf520143e76cd2e,2.80,23%,4.60,56%,0.50,0.50,100%,0%,0.5
Dan,Stittgen,The Anvil,"6' 1""",170 lbs.,--,Orthodox,12,5,0,0,http://ufcstats.com/fighter-details/cc3147b49c7d7d92,2.97,46%,4.42,37%,0.78,0.78,100%,100%,0.0
Lazar,Stojadinovic,The Bronx Bomber,"5' 7""",145 lbs.,"68.0""",Southpaw,12,5,0,0,http://ufcstats.com/fighter-details/4d25497994da569c,1.82,29%,1.97,59%,0.00,0.00,0%,0%,0.0
Denis,Stojnic,,"6' 0""",245 lbs.,--,Orthodox,13,3,0,0,http://ufcstats.com/fighter-details/a421465acbe59c77,1.51,23%,6.06,36%,0.00,0.00,0%,80%,1.0
Julija,Stoliarenko,,"5' 7""",135 lbs.,"66.0""",,10,7,2,0,http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb,2.75,41%,4.30,44%,0.50,0.50,22%,62%,1.2
Dustin,Stoltzfus,,"6' 0""",185 lbs.,"75.0""",Orthodox,14,4,0,0,http://ufcstats.com/fighter-details/71505842fb6455c3,2.97,41%,3.17,47%,1.77,1.77,35%,46%,0.5
Niklas,Stolze,Green Mask,"6' 1""",155 lbs.,"74.0""",Switch,12,6,0,0,http://ufcstats.com/fighter-details/62f7097c04311193,2.12,48%,2.25,49%,0.66,0.66,100%,55%,0.7
Ken,Stone,,"5' 8""",135 lbs.,"71.0""",Southpaw,11,4,0,0,http://ufcstats.com/fighter-details/fbf0947399d14323,3.85,49%,2.90,48%,1.24,1.24,33%,60%,0.6
Ryan,Stonitsch,,"5' 9""",170 lbs.,--,Southpaw,8,1,0,0,http://ufcstats.com/fighter-details/8d477c3fbe001f9d,2.53,36%,2.53,71%,0.00,0.00,0%,0%,0.0
George,Stork,,"5' 10""",185 lbs.,--,,7,9,0,0,http://ufcstats.com/fighter-details/61dd409cb40d1a55,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Rick,Story,The Horror,"5' 9""",170 lbs.,"71.0""",Southpaw,19,9,0,0,http://ufcstats.com/fighter-details/5b5307450405abf0,3.80,41%,2.17,62%,2.53,2.53,48%,63%,0.9
Darko,Stosic,,"6' 0""",205 lbs.,"76.0""",Orthodox,13,4,0,0,http://ufcstats.com/fighter-details/025f0b1b58fbad01,2.61,45%,4.04,58%,3.42,3.42,50%,83%,0.0
Greg,Stott,Ranger,"5' 7""",220 lbs.,--,Southpaw,0,1,0,0,http://ufcstats.com/fighter-details/91181b29be041f1c,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Curtis,Stout,,"6' 1""",185 lbs.,--,Southpaw,11,12,1,0,http://ufcstats.com/fighter-details/e09dbbd5fe3f0fe2,0.69,67%,3.20,29%,0.00,0.00,0%,20%,0.0
Sam,Stout,Hands of Stone,"5' 9""",155 lbs.,"70.0""",Orthodox,20,12,1,0,http://ufcstats.com/fighter-details/501b07aec9b8fc2d,4.17,28%,4.08,57%,0.63,0.63,38%,77%,0.1
Tim,Stout,,"5' 11""",185 lbs.,--,,12,10,0,0,http://ufcstats.com/fighter-details/e1a4568fec1fc24f,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Jesse,Strader,Sui Generis,"5' 7""",135 lbs.,"70.0""",Orthodox,5,3,0,0,http://ufcstats.com/fighter-details/8c39367b53eadf8a,5.03,51%,5.28,47%,3.87,3.87,57%,100%,0.0
Gennaro,Strangis,,--,--,--,,0,1,0,0,http://ufcstats.com/fighter-details/495add4fbede0a44,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Dave,Strasser,,"5' 10""",170 lbs.,--,Orthodox,25,8,0,0,http://ufcstats.com/fighter-details/980b4e712489098e,3.04,45%,1.88,59%,0.72,0.72,33%,33%,0.0
Daniel,Straus,,"5' 7""",145 lbs.,"71.0""",,24,7,0,0,http://ufcstats.com/fighter-details/15347cd4cdf01b03,4.76,43%,2.99,57%,0.84,0.84,15%,81%,1.1
Gerald,Strebendt,The Finishing Machine,"5' 9""",155 lbs.,--,Orthodox,9,7,0,0,http://ufcstats.com/fighter-details/04f9fe830cf13482,0.00,0%,4.00,38%,0.00,0.00,0%,0%,16.4
Sean,Strickland,,"6' 1""",185 lbs.,"76.0""",Orthodox,25,4,0,0,http://ufcstats.com/fighter-details/0d8011111be000b2,5.54,40%,4.01,65%,1.14,1.14,61%,85%,0.3
Mark,Striegl,Mugen,"5' 8""",145 lbs.,"70.0""",Southpaw,18,4,0,0,http://ufcstats.com/fighter-details/ef1182eb28c17d4e,1.40,45%,4.07,40%,0.00,0.00,0%,66%,0.0
Hans,Stringer,,"6' 3""",205 lbs.,--,Orthodox,22,8,3,0,http://ufcstats.com/fighter-details/523f6ad11dbe9b53,3.16,61%,2.84,41%,2.40,2.40,36%,62%,0.0
Stefan,Struve,Skyscraper,"6' 11""",265 lbs.,"84.0""",Orthodox,33,13,0,0,http://ufcstats.com/fighter-details/ebc1f40e00e0c481,3.12,47%,4.04,46%,0.56,0.56,46%,55%,1.7
Josh,Stuart,,"5' 9""",160 lbs.,--,,1,4,0,0,http://ufcstats.com/fighter-details/601cf40c09090853,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Mike,Stumpf,,"5' 10""",170 lbs.,--,,11,4,0,0,http://ufcstats.com/fighter-details/c0c36a5b3d5bbdd5,3.34,43%,8.85,47%,1.59,1.59,25%,33%,0.8
Kyle,Sturgeon,,"6' 3""",225 lbs.,--,Switch,0,1,0,0,http://ufcstats.com/fighter-details/d30415ec5e8783cd,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Tatiana,Suarez,,"5' 5""",115 lbs.,"66.0""",Southpaw,9,0,0,0,http://ufcstats.com/fighter-details/b08012bbe542592a,4.82,65%,1.45,48%,6.47,6.47,62%,100%,0.6
Masanori,Suda,,"5' 9""",183 lbs.,--,Orthodox,22,11,3,0,http://ufcstats.com/fighter-details/3a7513372f79c8c8,1.80,50%,1.20,63%,0.00,0.00,0%,60%,0.0
Genki,Sudo,Neo-Samurai,"5' 9""",155 lbs.,--,Orthodox,15,4,2,0,http://ufcstats.com/fighter-details/99dd0147dc4ef80c,1.55,39%,2.23,33%,3.58,3.58,60%,50%,4.2
Lucasz,Sudolski,,"6' 4""",205 lbs.,"75.0""",Orthodox,8,1,0,0,http://ufcstats.com/fighter-details/b160e4f251283d70,5.70,67%,4.89,28%,0.00,0.00,0%,100%,0.0
Daisuke,Sugie,Amazon,"5' 6""",160 lbs.,--,Orthodox,10,8,1,0,http://ufcstats.com/fighter-details/8215e4fe24e8e81b,0.00,0%,0.22,80%,3.27,3.27,50%,0%,3.3
Takashi,Sugiura,,"5' 11""",225 lbs.,--,Southpaw,1,3,0,0,http://ufcstats.com/fighter-details/06c60fc2c8dcd7bd,1.37,40%,2.08,53%,1.33,1.33,66%,0%,0.0
Naho,Sugiyuma,Sugi Rock,"5' 1""",105 lbs.,--,,12,5,0,0,http://ufcstats.com/fighter-details/b205d4f2ff44bc89,2.59,48%,2.45,71%,2.05,2.05,100%,66%,0.0
George,Sullivan,The Silencer,"6' 0""",170 lbs.,"73.0""",Orthodox,17,7,0,0,http://ufcstats.com/fighter-details/6c7e25571490aa3b,3.53,39%,2.42,57%,1.37,1.37,20%,38%,0.7
Amar,Suloev,,"5' 9""",183 lbs.,--,Orthodox,24,7,0,0,http://ufcstats.com/fighter-details/7aa88401f93ce836,1.98,37%,2.19,70%,0.27,0.27,100%,88%,0.3
Magomed,Sultanakhmedov,,"6' 2""",185 lbs.,--,Southpaw,18,6,0,0,http://ufcstats.com/fighter-details/fe1fdc6be470f773,0.00,0%,2.40,42%,9.00,9.00,100%,0%,9.0
Justin,Sumter,,"6' 2""",185 lbs.,"80.0""",Southpaw,7,3,0,0,http://ufcstats.com/fighter-details/31f9a1f56cbb6ac5,2.68,48%,7.64,34%,2.87,2.87,100%,0%,0.0
,Sumudaerji,The Tibetan Eagle,"5' 8""",125 lbs.,"72.0""",Southpaw,16,5,0,0,http://ufcstats.com/fighter-details/3cf18e01cb6cbde3,4.83,54%,2.75,62%,0.32,0.32,100%,66%,0.6
Rama,Supandhi,Hellboy,"5' 5""",125 lbs.,"66.0""",Southpaw,8,4,0,0,http://ufcstats.com/fighter-details/6d537248fe7cccf1,2.20,42%,3.53,48%,1.00,1.00,11%,0%,0.0
Aji,Susilo,,"5' 10""",155 lbs.,--,,6,4,0,0,http://ufcstats.com/fighter-details/22af3546bd967280,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Jason,Suttie,Nobunaga,"6' 0""",210 lbs.,--,Orthodox,0,1,0,0,http://ufcstats.com/fighter-details/cc5834a495d1ea08,2.07,83%,4.97,36%,0.00,0.00,0%,0%,0.0
Joel,Sutton,,"5' 11""",205 lbs.,--,Orthodox,2,4,1,0,http://ufcstats.com/fighter-details/a6a9ab5a824e8f66,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Chad,Sutton,,"6' 1""",185 lbs.,--,,2,2,0,0,http://ufcstats.com/fighter-details/556347e2b0e33979,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Danilo,Suzart,,--,251 lbs.,--,,9,1,0,0,http://ufcstats.com/fighter-details/3d99e5aa85d7576a,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Martin,Svensson,,"6' 1""",155 lbs.,--,,15,6,0,0,http://ufcstats.com/fighter-details/bcad7223af3c19da,2.02,38%,5.91,38%,0.00,0.00,0%,0%,0.0
Daniel,Swain,,"5' 9""",145 lbs.,"70.0""",Orthodox,20,10,1,0,http://ufcstats.com/fighter-details/cc39185f2d7d89e4,0.80,44%,3.20,40%,0.00,0.00,0%,0%,6.0
Cub,Swanson,,"5' 8""",145 lbs.,"70.0""",Orthodox,28,12,0,0,http://ufcstats.com/fighter-details/d247691a6c0e9034,4.66,50%,3.65,60%,1.08,1.08,51%,61%,0.5
Mike,Swick,Quick,"6' 1""",170 lbs.,"77.0""",Orthodox,15,6,0,0,http://ufcstats.com/fighter-details/9fe85152f351e737,2.36,37%,2.29,54%,1.06,1.06,50%,61%,0.6
Floyd,Sword,,"6' 0""",185 lbs.,--,Orthodox,12,3,0,0,http://ufcstats.com/fighter-details/5330fe7e4c3af81c,0.78,42%,1.57,40%,0.00,0.00,0%,33%,0.0
Oumar,Sy,,--,205 lbs.,--,,6,0,0,0,http://ufcstats.com/fighter-details/46e2011d92463b7e,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Bentley,Syler,Bolivia,"5' 4""",125 lbs.,--,Orthodox,5,1,0,0,http://ufcstats.com/fighter-details/abd2109bc4cb0291,1.30,18%,1.73,79%,0.00,0.00,0%,75%,0.0
Kevin,Syler,El Nino Bala,"5' 9""",155 lbs.,"71.0""",Switch,10,1,0,0,http://ufcstats.com/fighter-details/9094a881a7513de3,5.60,69%,4.03,48%,1.00,1.00,40%,77%,2.0
Leo,Sylvest,Lethal,"5' 11""",205 lbs.,--,Orthodox,10,16,0,0,http://ufcstats.com/fighter-details/58a36b4ccf5dc30e,0.00,0%,6.58,27%,0.00,0.00,0%,0%,0.0
Tony,Sylvester,,"6' 1""",225 lbs.,--,Southpaw,11,3,0,0,http://ufcstats.com/fighter-details/87b7df65c30008c4,0.00,0%,10.12,12%,0.00,0.00,0%,0%,0.0
Tim,Sylvia,The Maine-iac,"6' 8""",265 lbs.,"80.0""",Orthodox,31,10,0,0,http://ufcstats.com/fighter-details/2a542ee8a8b83559,4.23,41%,2.61,61%,0.11,0.11,100%,75%,0.1
Kevin,Szaflarski,,--,260 lbs.,--,,10,1,0,0,http://ufcstats.com/fighter-details/d2d05dda5f887f87,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Osamu,Tachihikari,,"6' 5""",300 lbs.,--,Orthodox,0,4,0,0,http://ufcstats.com/fighter-details/e7bc606d269896aa,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Amber,Tackett,,--,115 lbs.,--,,1,3,0,0,http://ufcstats.com/fighter-details/bb01bc3c57f39b04,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Eugenio,Tadeu,,"5' 8""",160 lbs.,--,Orthodox,2,3,0,0,http://ufcstats.com/fighter-details/f70144caea5c4c80,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Justin,Tafa,Bad Man,"6' 0""",264 lbs.,"74.0""",Southpaw,5,3,0,0,http://ufcstats.com/fighter-details/e13abac8089a801a,5.02,55%,5.94,49%,0.00,0.00,0%,100%,0.0
Junior,Tafa,,--,--,--,,0,0,0,0,http://ufcstats.com/fighter-details/c15fa95b9a12fde4,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Khalid,Taha,The Warrior,"5' 5""",135 lbs.,"69.0""",Orthodox,13,4,0,0,http://ufcstats.com/fighter-details/b4537562f88ac582,2.69,33%,4.02,45%,0.00,0.00,0%,61%,0.3
Joe,Taimanglo,The Juggernaut,"5' 4""",135 lbs.,--,,23,7,1,0,http://ufcstats.com/fighter-details/9bf126927843e184,4.18,42%,4.55,59%,5.45,5.45,40%,100%,1.4
Tatsuro,Taira,,"5' 7""",125 lbs.,"70.0""",Orthodox,11,0,0,0,http://ufcstats.com/fighter-details/4461d7e47375a895,3.80,65%,0.60,73%,1.00,1.00,20%,60%,3.0
Mairbek,Taisumov,Beckan,"5' 9""",155 lbs.,"73.0""",Orthodox,27,6,0,0,http://ufcstats.com/fighter-details/8f5c8850b2484173,2.98,39%,3.03,64%,1.34,1.34,63%,88%,0.0
Nobuhiko,Takada,,"6' 0""",220 lbs.,--,Southpaw,2,6,2,0,http://ufcstats.com/fighter-details/a25b71fe5e31fa97,0.31,24%,1.92,39%,1.15,1.15,20%,0%,0.0
Yoshiki,Takahashi,Kazuo,"5' 11""",199 lbs.,--,Southpaw,30,27,3,0,http://ufcstats.com/fighter-details/6420efac0578988b,2.26,51%,6.47,44%,0.00,0.00,0%,66%,2.3
Yoko,Takahashi,,"5' 8""",150 lbs.,--,,15,12,2,0,http://ufcstats.com/fighter-details/01f86e2d604e2f3c,5.11,54%,8.78,48%,0.00,0.00,0%,0%,0.0
Daiju,Takase,,"6' 0""",170 lbs.,--,Southpaw,12,15,2,0,http://ufcstats.com/fighter-details/4f74c8be51db8a37,0.49,30%,1.64,47%,0.84,0.84,17%,21%,1.2
Hiroyuki,Takaya,Streetfight Bancho,"5' 6""",139 lbs.,--,Orthodox,21,14,2,0,http://ufcstats.com/fighter-details/0d16bdb7d32e88e9,3.18,33%,3.16,60%,0.90,0.90,45%,66%,0.0
Yoshihiro,Takayama,,"6' 5""",280 lbs.,--,Orthodox,1,4,0,0,http://ufcstats.com/fighter-details/d856a0080ac09ed7,3.40,54%,5.69,29%,0.67,0.67,33%,55%,0.0
Makoto,Takimoto,,"5' 7""",205 lbs.,--,Southpaw,6,5,0,0,http://ufcstats.com/fighter-details/a7724f51e32e763e,1.37,39%,1.71,55%,1.48,1.48,50%,25%,1.1
Oleg,Taktarov,The Russian Bear,"6' 0""",210 lbs.,--,Orthodox,17,5,2,0,http://ufcstats.com/fighter-details/1dc56b59cb28425d,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Nordine,Taleb,,"6' 1""",170 lbs.,"74.0""",Orthodox,15,7,0,0,http://ufcstats.com/fighter-details/49858bf46dabf6fb,3.66,51%,2.62,66%,1.94,1.94,76%,73%,0.0
Tsuyoshi,Tamakairiki,,"6' 0""",220 lbs.,--,Orthodox,0,3,0,0,http://ufcstats.com/fighter-details/eaa0a728cc91ef60,0.00,0%,26.67,50%,0.00,0.00,0%,0%,0.0
Eli,Tamez,Tomahawk,"5' 7""",135 lbs.,--,,10,0,0,0,http://ufcstats.com/fighter-details/bfd4d50591033a1f,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Kiyoshi,Tamura,,"5' 11""",185 lbs.,--,Southpaw,32,13,3,0,http://ufcstats.com/fighter-details/30e8b4505f5ccf92,2.44,53%,1.44,60%,0.58,0.58,60%,45%,0.2
Akitoshi,Tamura,The Ironman,"5' 9""",135 lbs.,"70.0""",Orthodox,21,18,2,0,http://ufcstats.com/fighter-details/c95fbc085e17a532,3.73,43%,1.94,78%,0.00,0.00,0%,20%,1.0
Issei,Tamura,,"5' 5""",135 lbs.,"63.0""",Orthodox,10,8,0,0,http://ufcstats.com/fighter-details/57bf89d42364d39e,1.89,53%,4.58,44%,0.92,0.92,25%,33%,0.0
Jason,Tan,,"5' 10""",170 lbs.,--,Orthodox,5,3,0,0,http://ufcstats.com/fighter-details/ad3041e61896b975,0.69,29%,7.37,18%,0.00,0.00,0%,0%,0.0
