First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,Link,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Azunna,Anyanwu,Zulu,"6' 1""",251 lbs.,--,Orthodox,14,5,0,0,http://ufcstats.com/fighter-details/78d48d3874dacafd,2.47,42%,2.47,69%,0.65,0.65,100%,0%,0.0
Shinsho,Anzai,Animal,"5' 7""",170 lbs.,"70.0""",Orthodox,10,3,0,0,http://ufcstats.com/fighter-details/4665f9f909cd7214,3.23,58%,3.75,45%,1.83,1.83,16%,75%,0.0
Shinya,Aoki,Tobikan Judan,"5' 11""",154 lbs.,--,Southpaw,39,7,0,0,http://ufcstats.com/fighter-details/79ded75550efc139,0.97,58%,1.25,58%,2.54,2.54,41%,60%,4.0
,Aoriqileng,The Mongolian Murderer,"5' 7""",135 lbs.,"69.0""",Orthodox,23,11,0,0,http://ufcstats.com/fighter-details/7d420039bbfe7c1a,6.65,46%,7.77,49%,2.29,2.29,62%,54%,0.0
Josh,Appelt,,"5' 10""",255 lbs.,--,Southpaw,15,7,0,0,http://ufcstats.com/fighter-details/0c1a04afca64e38f,1.35,40%,11.50,32%,0.00,0.00,0%,33%,0.0
Erik,Apple,,"6' 0""",170 lbs.,--,Orthodox,10,3,0,0,http://ufcstats.com/fighter-details/1ccff7f0cfdf85eb,0.00,0%,0.54,81%,0.00,0.00,0%,0%,8.1
Kenji,Arai,,"5' 10""",145 lbs.,--,Southpaw,15,15,5,0,http://ufcstats.com/fighter-details/269d103c96a4c3a5,8.79,27%,10.29,39%,0.00,0.00,0%,0%,0.0
Romie,Aram,,"5' 10""",170 lbs.,--,Orthodox,7,1,0,0,http://ufcstats.com/fighter-details/73ef22f25d0f70e2,1.80,35%,2.83,50%,2.50,2.50,62%,83%,0.0
Felipe,Arantes,Sertanejo,"5' 8""",135 lbs.,"73.0""",Orthodox,18,10,1,0,http://ufcstats.com/fighter-details/71002dbc1743b9a7,2.37,45%,2.66,64%,0.93,0.93,47%,41%,0.7
Igor,Araujo,,"6' 1""",170 lbs.,"77.0""",Orthodox,25,9,0,0,http://ufcstats.com/fighter-details/dbea8c1cb327ab3d,1.52,42%,2.86,49%,0.86,0.86,15%,22%,0.6
Viviane,Araujo,Vivi,"5' 4""",125 lbs.,"68.0""",Orthodox,11,3,0,0,http://ufcstats.com/fighter-details/36541f1e6c5d4955,4.76,48%,5.13,58%,2.23,2.23,60%,90%,0.6
Julio,Arce,,"5' 7""",135 lbs.,"70.0""",Southpaw,18,5,0,0,http://ufcstats.com/fighter-details/1291edf2d566a71a,4.74,37%,3.08,69%,0.42,0.42,27%,94%,0.4
Art,Arciniega,King Arthur,"5' 8""",145 lbs.,--,,15,7,0,0,http://ufcstats.com/fighter-details/d25e39e74efb0a77,1.53,46%,2.73,51%,0.00,0.00,0%,50%,1.0
Tristan,Arenal,,--,155 lbs.,--,,7,4,0,0,http://ufcstats.com/fighter-details/9c9455912d917e4e,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Dan,Argueta,The Determined,"5' 7""",145 lbs.,"68.0""",Southpaw,8,1,0,0,http://ufcstats.com/fighter-details/e4ba58725825412d,1.80,45%,2.13,39%,1.00,1.00,33%,50%,0.0
Hashem,Arkhagha,,"6' 2""",185 lbs.,"75.0""",Orthodox,6,1,0,0,http://ufcstats.com/fighter-details/9a7ffa80766caa51,1.84,44%,8.97,43%,0.00,0.00,0%,50%,0.0
Andrei,Arlovski,The Pitbull,"6' 3""",240 lbs.,"77.0""",Orthodox,34,20,0,0,http://ufcstats.com/fighter-details/3738e68d2261e60f,3.81,45%,3.20,57%,0.40,0.40,36%,76%,0.2
Garrett,Armfield,,"5' 6""",145 lbs.,"70.0""",Orthodox,8,3,0,0,http://ufcstats.com/fighter-details/1effd880e1f1bb30,2.56,29%,3.53,59%,0.00,0.00,0%,66%,0.0
Joey,Armstrong,,--,--,--,,5,2,0,0,http://ufcstats.com/fighter-details/30ad2050273d016a,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Austin,Arnett,,"6' 0""",145 lbs.,"72.0""",Orthodox,16,6,0,0,http://ufcstats.com/fighter-details/bf0e700106d00e55,4.52,41%,6.38,62%,0.44,0.44,18%,57%,0.2
Ricardo,Arona,The Brazilian Tiger,"5' 11""",205 lbs.,--,Orthodox,14,5,0,0,http://ufcstats.com/fighter-details/05fbfe628658c538,1.66,48%,1.15,57%,2.41,2.41,48%,58%,1.2
Chalid,Arrab,Die Faust,"5' 11""",205 lbs.,--,Orthodox,7,3,0,0,http://ufcstats.com/fighter-details/770b9d4813c25902,1.56,34%,1.63,56%,3.05,3.05,75%,37%,1.0
Akbarh,Arreola,El Caballero,"5' 10""",155 lbs.,"71.0""",Southpaw,23,11,1,0,http://ufcstats.com/fighter-details/c136b2a8852da5bd,2.32,45%,4.01,56%,1.07,1.07,100%,33%,0.4
Matt,Arroyo,No Regard,"5' 10""",170 lbs.,"72.0""",Orthodox,3,3,0,0,http://ufcstats.com/fighter-details/de62052b2ede65ba,1.62,47%,2.01,58%,2.12,2.12,36%,100%,5.3
Antonio,Arroyo,,"6' 3""",185 lbs.,"73.0""",Orthodox,9,5,0,0,http://ufcstats.com/fighter-details/61fb8098ccf81c7f,2.82,66%,2.02,50%,1.14,1.14,41%,41%,0.2
Gilles,Arsene,,"5' 9""",190 lbs.,--,Southpaw,1,1,0,0,http://ufcstats.com/fighter-details/2dea80c069847321,0.06,10%,2.45,32%,0.00,0.00,0%,0%,0.0
Veta,Arteaga,,"5' 7""",125 lbs.,--,,3,1,0,0,http://ufcstats.com/fighter-details/91e3388e69060e69,3.20,36%,1.92,65%,0.00,0.00,0%,40%,0.0
Cesar,Arzamendia,Goku,"5' 11""",155 lbs.,--,Orthodox,8,3,0,0,http://ufcstats.com/fighter-details/49f78022126bf4a4,5.37,45%,5.20,56%,7.32,7.32,75%,0%,2.4
Teddy,Ash,Bear,"6' 1""",185 lbs.,"73.0""",Switch,14,5,0,0,http://ufcstats.com/fighter-details/a373085066dbfb54,7.27,61%,6.80,28%,0.00,0.00,0%,100%,0.0
Arman,Ashimov,Mustafa Ozturik,"5' 6""",125 lbs.,--,,11,3,1,0,http://ufcstats.com/fighter-details/d26a0988c9dc9886,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
,Asjabharan,,"5' 6""",135 lbs.,--,,7,6,0,0,http://ufcstats.com/fighter-details/8be9deb7d6b36354,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Askar,Askar,AK-47,"5' 7""",145 lbs.,"69.0""",Orthodox,11,1,0,0,http://ufcstats.com/fighter-details/2abc414136504554,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Askar,Askarov,Bullet,"5' 6""",125 lbs.,"67.0""",Orthodox,14,1,1,0,http://ufcstats.com/fighter-details/b1d19449397541dc,3.05,54%,2.80,57%,2.60,2.60,24%,66%,0.4
Cyril,Asker,Silverback,"6' 0""",247 lbs.,"74.0""",Orthodox,9,4,0,0,http://ufcstats.com/fighter-details/9be6020024133293,3.35,39%,5.82,35%,4.41,4.41,62%,100%,0.9
Khusein,Askhabov,Lion,"5' 8""",135 lbs.,--,,23,0,0,0,http://ufcstats.com/fighter-details/5c10da56d712ac9c,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Scott,Askham,,"6' 3""",185 lbs.,"75.0""",Southpaw,14,4,0,0,http://ufcstats.com/fighter-details/06827d70c53ff0d9,3.03,46%,3.52,52%,0.44,0.44,18%,65%,0.7
Ben,Askren,Funky,"5' 11""",170 lbs.,"73.0""",Orthodox,19,2,0,0,http://ufcstats.com/fighter-details/0b31f87be71ebbb1,3.64,49%,5.66,36%,4.33,4.33,55%,0%,0.9
Ibo,Aslan,The Last Ottoman,"6' 3""",205 lbs.,--,,8,0,0,0,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Tom,Aspinall,,"6' 5""",256 lbs.,"78.0""",Orthodox,12,2,0,0,http://ufcstats.com/fighter-details/399afbabc02376b5,7.33,65%,2.65,64%,4.07,4.07,100%,100%,2.0
Bruno,Assis,Brunao,"6' 2""",185 lbs.,--,Orthodox,8,4,0,0,http://ufcstats.com/fighter-details/ff222167cce02919,1.27,43%,3.20,36%,2.00,2.00,50%,66%,1.0
Junior,Assuncao,,"5' 9""",145 lbs.,"72.0""",Orthodox,16,6,0,0,http://ufcstats.com/fighter-details/d0d7160824278840,3.31,62%,2.06,44%,2.43,2.43,24%,66%,0.7
Raphael,Assuncao,,"5' 5""",135 lbs.,"66.0""",Orthodox,27,9,0,0,http://ufcstats.com/fighter-details/2f13e4020cea5b38,3.20,40%,2.34,68%,1.44,1.44,38%,77%,0.3
Bazigit,Atajev,Volk,"6' 1""",230 lbs.,--,Orthodox,17,1,0,0,http://ufcstats.com/fighter-details/fd7acf42bd6e7e95,0.87,41%,3.14,49%,1.00,1.00,33%,0%,0.0
Rich,Attonito,The Raging Bull,"5' 10""",170 lbs.,"72.0""",Orthodox,10,5,0,0,http://ufcstats.com/fighter-details/210935fd21670f6d,2.28,47%,2.13,59%,0.74,0.74,37%,75%,0.0
Olivier,Aubin-Mercier,The Canadian Gangster,"5' 9""",155 lbs.,"70.0""",Southpaw,11,5,0,0,http://ufcstats.com/fighter-details/55ee431411ccf07a,2.48,51%,2.97,55%,2.36,2.36,33%,70%,0.5
Pat,Audinwood,Awesomely Awesome,"6' 0""",155 lbs.,--,Orthodox,11,2,1,0,http://ufcstats.com/fighter-details/196ed28337adc630,1.17,12%,4.31,41%,0.80,0.80,50%,0%,0.0
Jose,Augusto,Gugu,"6' 3""",251 lbs.,--,,6,2,0,0,http://ufcstats.com/fighter-details/4d3b08ab127c7585,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Marcus,Aurelio,Maximus,"5' 10""",155 lbs.,"74.0""",Orthodox,22,10,0,0,http://ufcstats.com/fighter-details/04643fd03d9159cc,1.42,33%,2.27,59%,1.69,1.69,27%,27%,1.3
David,Avellan,,"5' 9""",185 lbs.,--,Orthodox,2,1,0,0,http://ufcstats.com/fighter-details/956dcac65e7b34d6,3.33,25%,10.00,57%,0.00,0.00,0%,0%,0.0
Blas,Avena,The Disciple,"6' 0""",170 lbs.,"74.0""",Orthodox,8,7,0,0,http://ufcstats.com/fighter-details/8753e125f4499816,2.34,47%,3.36,43%,2.37,2.37,80%,50%,1.8
Levi,Avera,,"6' 1""",170 lbs.,--,,18,15,0,0,http://ufcstats.com/fighter-details/ba5c6eeb8ef45f5c,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Anthony,Avila,,"5' 7""",145 lbs.,--,,13,5,0,0,http://ufcstats.com/fighter-details/033d19259f589457,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Chris,Avila,,"5' 10""",145 lbs.,--,Orthodox,5,4,0,0,http://ufcstats.com/fighter-details/4665cbf36b08193b,2.37,30%,4.17,48%,0.00,0.00,0%,46%,0.0
Julia,Avila,Raging Panda,"5' 7""",135 lbs.,"68.0""",Orthodox,9,2,0,0,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7,3.18,44%,2.86,55%,0.67,0.67,33%,61%,0.3
Saad,Awad,Assassin,"5' 11""",155 lbs.,--,,20,9,0,0,http://ufcstats.com/fighter-details/da603332ad41f165,2.13,26%,1.87,60%,0.50,0.50,16%,100%,0.5
Javy,Ayala,Eye Candy,"6' 1""",265 lbs.,--,,10,5,0,0,http://ufcstats.com/fighter-details/26387c19f32dda0f,0.83,25%,5.00,33%,0.00,0.00,0%,0%,0.0
Jessin,Ayari,,"6' 0""",155 lbs.,"73.0""",Orthodox,16,6,0,0,http://ufcstats.com/fighter-details/6eaec40f724852f4,3.53,37%,3.59,58%,0.00,0.00,0%,50%,0.3
Abu,Azaitar,Captain Morocco,"5' 9""",185 lbs.,"76.0""",Orthodox,14,3,1,0,http://ufcstats.com/fighter-details/46d0a888d87d91ac,5.21,44%,5.35,50%,0.50,0.50,25%,40%,0.0
Ottman,Azaitar,Bulldozer,"5' 8""",155 lbs.,"71.0""",Switch,13,0,0,0,http://ufcstats.com/fighter-details/ee18ff42063174df,8.43,57%,1.76,67%,0.00,0.00,0%,100%,0.0
Luiz,Azeredo,,"5' 9""",154 lbs.,--,Orthodox,15,10,0,0,http://ufcstats.com/fighter-details/063649e21bc9d6d5,2.16,39%,2.76,57%,1.07,1.07,50%,45%,0.3
Luciano,Azevedo,,"6' 3""",161 lbs.,--,Orthodox,17,9,1,0,http://ufcstats.com/fighter-details/9bcfb40dbcd50568,0.76,45%,1.97,27%,2.28,2.28,11%,0%,0.0
Hunter,Azure,,"5' 8""",145 lbs.,"69.0""",Orthodox,9,2,0,0,http://ufcstats.com/fighter-details/2af2f2e26c4c0402,3.92,53%,2.08,58%,1.97,1.97,34%,67%,1.3
Niklas,Backstrom,,"6' 1""",145 lbs.,--,Orthodox,11,3,0,0,http://ufcstats.com/fighter-details/39cc64bf0a269db9,1.12,41%,3.65,40%,2.92,2.92,80%,72%,2.2
Seth,Baczynski,The Polish Pistola,"6' 3""",170 lbs.,"75.0""",Orthodox,20,14,0,0,http://ufcstats.com/fighter-details/fd5b6598a3b70c0a,3.08,31%,3.14,51%,0.89,0.89,16%,48%,0.8
Ryan,Bader,Darth,"6' 2""",205 lbs.,"74.0""",Orthodox,23,5,0,0,http://ufcstats.com/fighter-details/c0ab242c40decc55,2.82,43%,1.39,71%,3.37,3.37,44%,80%,0.4
Izabela,Badurek,,"5' 5""",115 lbs.,--,Orthodox,6,3,0,0,http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664,3.74,71%,4.90,32%,1.75,1.75,12%,100%,0.0
Miguel,Baeza,Caramel Thunder,"6' 2""",170 lbs.,"74.0""",Orthodox,10,3,0,0,http://ufcstats.com/fighter-details/82d4c957649faf9b,4.88,49%,5.10,53%,0.44,0.44,28%,100%,1.8
Ali,Bagautinov,Puncher,"5' 4""",125 lbs.,"65.0""",Orthodox,15,6,0,0,http://ufcstats.com/fighter-details/3dd92ff9fb0412b3,2.85,42%,3.09,52%,2.51,2.51,36%,65%,0.3
Mehdi,Baghdad,The Sultan,"6' 1""",155 lbs.,--,Orthodox,11,5,0,0,http://ufcstats.com/fighter-details/e4d2564ea0e34e2b,3.13,30%,4.56,46%,0.00,0.00,0%,33%,0.0
Melsik,Baghdasaryan,The Gun,"5' 9""",145 lbs.,"70.0""",Southpaw,7,1,0,0,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6,6.00,62%,3.48,53%,0.00,0.00,0%,76%,0.0
Siyar,Bahadurzada,The Great,"5' 11""",170 lbs.,"73.0""",Orthodox,24,8,1,0,http://ufcstats.com/fighter-details/aec185309b4843d0,2.91,40%,3.23,49%,1.32,1.32,61%,62%,0.3
Ignacio,Bahamondes,La Jaula,"6' 3""",155 lbs.,"75.0""",Orthodox,13,4,0,0,http://ufcstats.com/fighter-details/e4a47b07044ddd72,8.33,47%,5.03,58%,0.00,0.00,0%,95%,0.6
Shamar,Bailey,,"5' 9""",155 lbs.,"75.0""",Southpaw,16,11,0,0,http://ufcstats.com/fighter-details/e2b8186b618b00c4,1.56,20%,3.91,69%,1.50,1.50,33%,37%,0.0
Jordan,Bailey,,"5' 9""",145 lbs.,--,,6,3,0,0,http://ufcstats.com/fighter-details/34dbcd4dbaf21a36,1.74,40%,0.29,0%,4.35,4.35,100%,0%,4.3
Scott,Baker,,"6' 0""",210 lbs.,--,,1,1,0,0,http://ufcstats.com/fighter-details/7d5b12de1625984e,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Bryan,Baker,The Beast,"6' 3""",185 lbs.,--,Orthodox,18,5,0,0,http://ufcstats.com/fighter-details/898337ef520fe4d3,1.78,52%,2.83,45%,0.44,0.44,50%,37%,0.9
Jin,Bala,,"5' 9""",155 lbs.,--,,23,3,0,0,http://ufcstats.com/fighter-details/371efa53bd0cf669,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
,Balajin,The Snow Leopard,"5' 9""",155 lbs.,--,Orthodox,24,3,0,0,http://ufcstats.com/fighter-details/e626e92a8f2a9737,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Oluwale,Bamgbose,Holy War Angel,"5' 11""",185 lbs.,"78.0""",Switch,6,4,0,0,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c,2.45,48%,2.70,55%,0.94,0.94,33%,37%,0.0
Stephen,Banaszak,,"6' 0""",145 lbs.,--,,5,5,0,0,http://ufcstats.com/fighter-details/4c4b44e3cf5815b3,4.20,47%,1.15,66%,0.00,0.00,0%,100%,1.9
Marcin,Bandel,Bomba,"5' 10""",155 lbs.,--,Orthodox,15,7,0,0,http://ufcstats.com/fighter-details/5c2ce761399dc9c5,0.79,50%,5.26,23%,0.00,0.00,0%,0%,0.0
Humberto,Bandenay,,"5' 11""",145 lbs.,"71.0""",Southpaw,14,7,0,0,http://ufcstats.com/fighter-details/2c2caf2f2bab9df5,2.22,41%,4.79,41%,2.90,2.90,46%,62%,0.5
Tae Hyun,Bang,Supernatural,"5' 9""",155 lbs.,"71.0""",Switch,18,10,0,0,http://ufcstats.com/fighter-details/9a2d3567abc02e34,2.72,38%,2.07,66%,0.49,0.49,33%,57%,0.5
Yohan,Banks,,--,--,--,,2,1,0,0,http://ufcstats.com/fighter-details/c50ea21fe9ef478d,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Antonio,Banuelos,,"5' 5""",135 lbs.,"63.0""",Orthodox,20,11,1,0,http://ufcstats.com/fighter-details/9ddfb3369a3b0394,2.69,33%,3.15,58%,1.62,1.62,62%,86%,0.4
Renan,Barao,The Baron,"5' 6""",145 lbs.,"70.0""",Orthodox,34,9,0,0,http://ufcstats.com/fighter-details/2c99576fefe53c7c,3.78,36%,3.90,57%,1.49,1.49,41%,91%,0.5
Junior,Barata,,"5' 10""",170 lbs.,--,Orthodox,9,3,1,0,http://ufcstats.com/fighter-details/06dced58ca24a6bd,4.03,33%,8.46,34%,0.00,0.00,0%,0%,0.0
Maycee,Barber,The Future,"5' 5""",125 lbs.,"65.0""",Switch,11,2,0,0,http://ufcstats.com/fighter-details/6a740daf1b279661,4.42,53%,2.64,53%,1.12,1.12,32%,66%,0.1
Bryan,Barberena,Bam Bam,"6' 0""",170 lbs.,"72.0""",Southpaw,18,8,0,0,http://ufcstats.com/fighter-details/a331233f597090a5,6.11,48%,5.01,44%,0.16,0.16,25%,55%,0.3
Edson,Barboza,Junior,"5' 11""",145 lbs.,"75.0""",Orthodox,22,11,0,0,http://ufcstats.com/fighter-details/64a50dad704d1d49,3.96,44%,4.10,58%,0.38,0.38,44%,75%,0.1
Raoni,Barcelos,,"5' 7""",135 lbs.,"67.0""",Orthodox,16,3,0,0,http://ufcstats.com/fighter-details/b9f28e7045fdfce7,5.98,51%,5.64,61%,1.66,1.66,43%,92%,0.5
Daniel,Barez,,"5' 6""",125 lbs.,"66.0""",Orthodox,12,5,0,0,http://ufcstats.com/fighter-details/e8fe9c15d348e778,3.47,50%,5.13,53%,5.00,5.00,31%,100%,2.0
Luke,Barnatt,The Bigslow,"6' 6""",185 lbs.,"77.0""",Orthodox,13,4,0,0,http://ufcstats.com/fighter-details/172c2135e70f87b7,4.43,36%,3.87,59%,0.63,0.63,42%,63%,0.4
James,Barnes,Mooka,"5' 8""",135 lbs.,"71.0""",Orthodox,14,5,0,0,http://ufcstats.com/fighter-details/c06a5c95f1169c0b,0.57,34%,3.02,39%,1.08,1.08,16%,40%,0.0
Nick,Barnes,,"5' 11""",170 lbs.,--,,11,2,0,0,http://ufcstats.com/fighter-details/78a5eea49638685d,2.86,29%,8.93,51%,5.36,5.36,100%,100%,5.4
Shonte,Barnes,Shyne,"5' 11""",185 lbs.,"76.0""",Southpaw,6,2,1,0,http://ufcstats.com/fighter-details/e575b6ff678c1aca,2.32,38%,1.55,67%,0.00,0.00,0%,60%,0.0
Josh,Barnett,The Warmaster,"6' 3""",250 lbs.,"78.0""",Orthodox,35,8,0,0,http://ufcstats.com/fighter-details/ad3f53c454cbbead,3.20,50%,2.11,57%,1.26,1.26,55%,55%,1.4
Chris,Barnett,Beastboy,"5' 9""",265 lbs.,"75.0""",Orthodox,22,8,0,0,http://ufcstats.com/fighter-details/7a5e8c94a86f9895,3.60,45%,5.59,37%,0.00,0.00,0%,0%,0.0
Chris,Barnhizer,,--,--,--,,2,3,0,0,http://ufcstats.com/fighter-details/91e69a1c3c87325b,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
David,Baron,,"5' 6""",155 lbs.,--,Switch,17,4,1,0,http://ufcstats.com/fighter-details/80c0bed43da0e27b,1.17,30%,2.10,56%,0.00,0.00,0%,14%,0.7
Phil,Baroni,The New York Bad Ass,"5' 9""",170 lbs.,"72.0""",Orthodox,15,18,0,0,http://ufcstats.com/fighter-details/1652f3213655b935,2.77,45%,3.93,40%,1.46,1.46,47%,60%,0.5
Dan,Barrera,The Fireman,"5' 9""",170 lbs.,--,Orthodox,3,1,0,0,http://ufcstats.com/fighter-details/f12f979b657ab876,0.80,70%,1.20,28%,1.00,1.00,8%,0%,0.0
Carlos,Barreto,,"6' 4""",230 lbs.,--,Orthodox,14,9,0,0,http://ufcstats.com/fighter-details/a220be6d41d6f97d,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Jose,Barreto,,--,185 lbs.,--,Southpaw,0,1,0,0,http://ufcstats.com/fighter-details/c32eab6c2119e989,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Peter,Barrett,Slippery,"5' 10""",145 lbs.,"73.0""",Southpaw,11,5,0,0,http://ufcstats.com/fighter-details/d21113c9ff3788ae,4.18,61%,4.32,42%,1.39,1.39,22%,66%,0.0
Marc-Andre,Barriault,Powerbar,"6' 1""",185 lbs.,"74.0""",Orthodox,14,5,0,0,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d,5.79,46%,5.04,55%,0.34,0.34,25%,68%,0.2
David,Barrios,,"5' 6""",145 lbs.,--,,4,8,0,0,http://ufcstats.com/fighter-details/e6015889f50075d2,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Alexandre,Barros,Baixinho,"5' 9""",170 lbs.,--,Southpaw,22,11,0,0,http://ufcstats.com/fighter-details/8fd1f27e86661ede,0.98,40%,4.05,36%,1.84,1.84,50%,100%,0.0
Ricardo,Barros,,"6' 1""",205 lbs.,--,,2,2,0,0,http://ufcstats.com/fighter-details/d26394fc0e8e880a,0.00,0%,8.22,31%,0.00,0.00,0%,100%,0.0
Francimar,Barroso,Bodao,"6' 1""",205 lbs.,"75.0""",Orthodox,19,7,0,0,http://ufcstats.com/fighter-details/b69f24c500d783e7,2.77,52%,3.07,59%,2.22,2.22,24%,83%,0.0
Pat,Barry,HD,"5' 11""",235 lbs.,"74.0""",Orthodox,8,7,0,0,http://ufcstats.com/fighter-details/658c3465581ae46b,2.72,52%,3.54,59%,0.00,0.00,0%,76%,0.2
Dean,Barry,The Sniper,"5' 10""",170 lbs.,"72.0""",Orthodox,4,2,0,0,http://ufcstats.com/fighter-details/a6f3d15cb84334bb,9.31,40%,4.66,51%,0.00,0.00,0%,100%,0.0
Enrique,Barzola,El Fuerte,"5' 7""",145 lbs.,"70.0""",Orthodox,17,5,2,0,http://ufcstats.com/fighter-details/be0b310a12eb80b4,3.91,41%,2.97,68%,4.20,4.20,45%,66%,0.3
Javid,Basharat,The Snow Leopard,"5' 9""",135 lbs.,"69.0""",Orthodox,12,0,0,0,http://ufcstats.com/fighter-details/bbab3baf66128ae2,5.45,58%,2.53,64%,1.54,1.54,60%,100%,0.5
Farid,Basharat,Ferocious,--,135 lbs.,--,,8,0,0,0,http://ufcstats.com/fighter-details/a09ed60aa67a3f67,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Stephen,Bass,Bigfish,"5' 9""",145 lbs.,--,Orthodox,11,2,0,0,http://ufcstats.com/fighter-details/1cecc8fe6748a532,4.87,52%,5.87,55%,0.00,0.00,0%,0%,0.0
Sean,Bassett,,--,155 lbs.,--,,0,4,0,0,http://ufcstats.com/fighter-details/2c733e059462c1dc,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Ryan,Bastianelli,Relentless,"5' 5""",135 lbs.,--,,6,7,0,0,http://ufcstats.com/fighter-details/29508aff4d93cbbe,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Shayna,Baszler,The Queen of Spades,"5' 7""",135 lbs.,--,Orthodox,15,11,0,0,http://ufcstats.com/fighter-details/8ef4a91ac694b7ce,2.49,30%,6.36,51%,0.67,0.67,18%,44%,1.3
Michel,Batista,,"6' 3""",260 lbs.,--,Orthodox,4,1,0,0,http://ufcstats.com/fighter-details/34218661c44ed55d,0.00,0%,4.03,40%,6.72,6.72,50%,0%,0.0
Bryan,Battle,Pooh Bear,"6' 1""",170 lbs.,"77.0""",Orthodox,8,1,0,0,http://ufcstats.com/fighter-details/f626118b6da0e020,7.10,56%,4.58,40%,1.35,1.35,22%,55%,0.7
Alan,Baudot,The Black Samourai,"6' 3""",243 lbs.,"79.0""",Orthodox,8,4,0,0,http://ufcstats.com/fighter-details/c9a94278df042f46,5.36,58%,4.82,46%,0.00,0.00,0%,62%,0.0
Mario,Bautista,,"5' 9""",135 lbs.,"69.0""",Switch,10,2,0,0,http://ufcstats.com/fighter-details/bc711b6dd95c1af6,5.27,48%,3.96,56%,2.17,2.17,63%,66%,0.3
Chris,Beal,Real Deal,"5' 7""",125 lbs.,"69.0""",Orthodox,10,5,0,0,http://ufcstats.com/fighter-details/55f446032177b119,3.45,35%,3.18,61%,1.60,1.60,58%,78%,0.2
Rudy,Bears,,"5' 11""",170 lbs.,--,Southpaw,16,15,0,0,http://ufcstats.com/fighter-details/74f13066b1417ef3,1.27,29%,2.53,50%,0.00,0.00,0%,0%,0.0
Salvador,Becerra,,"5' 9""",155 lbs.,--,,5,2,0,0,http://ufcstats.com/fighter-details/4fd76e7ba8313457,4.57,31%,3.83,58%,0.00,0.00,0%,66%,0.0
Ariel,Beck,,"5' 6""",125 lbs.,"66.0""",Southpaw,4,5,0,0,http://ufcstats.com/fighter-details/b96939f2b8d88e82,4.44,34%,4.31,64%,0.00,0.00,0%,0%,0.0
Jeff,Bedard,Little Popeye,"5' 6""",145 lbs.,--,Orthodox,13,3,0,0,http://ufcstats.com/fighter-details/93bf96be327fcd98,0.80,51%,0.00,100%,3.43,3.43,66%,100%,2.6
Eric,Bedard,Lucky Strikes,"6' 2""",239 lbs.,--,,6,7,0,0,http://ufcstats.com/fighter-details/ce05955c26c3c090,6.37,35%,8.54,52%,0.00,0.00,0%,0%,0.0
Johnny,Bedford,Brutal,"5' 10""",135 lbs.,"71.0""",Orthodox,21,13,1,0,http://ufcstats.com/fighter-details/ffc3e6daaa6da0b7,4.53,50%,1.75,63%,1.83,1.83,62%,62%,0.0
Chase,Beebe,,"5' 7""",135 lbs.,"67.0""",Orthodox,24,13,1,0,http://ufcstats.com/fighter-details/b16a7e6a627e9789,2.17,38%,1.64,69%,2.49,2.49,42%,41%,0.9
Lyle,Beerbohm,Fancy Pants,"5' 10""",155 lbs.,--,Southpaw,24,3,0,0,http://ufcstats.com/fighter-details/babc6b5745335f18,1.98,55%,1.61,54%,2.10,2.10,23%,64%,0.3
Mirsad,Bektic,,"5' 8""",145 lbs.,"70.0""",Orthodox,13,4,0,0,http://ufcstats.com/fighter-details/cbd3e590a85b18c5,2.43,41%,1.80,57%,3.98,3.98,52%,92%,0.4
