Fighter,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,SLpM,Str Acc. (pct),SApM,Str Def. (pct),TD Avg.,TD Acc. (pct),TD Def. (pct),Sub. Avg.,Link
Pete Spratt,The Secret Weapon,5.75,170.0,,Orthodox,25,23,0,0,1.63,0.48,1.33,0.55,0.3,1.0,0.46,0.3,http://ufcstats.com/fighter-details/c3ea8deeba00462b
Austin Springer,,5.67,145.0,71.0,Orthodox,12,4,0,0,3.54,0.57,3.15,0.41,3.37,0.4,1.0,0.8,http://ufcstats.com/fighter-details/37cc294027f55e4d
Georges St-Pierre,Rush,5.92,185.0,76.0,Orthodox,26,2,0,0,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1,http://ufcstats.com/fighter-details/6506c1d34da9c013
Bobby Stack,,5.75,155.0,,Orthodox,8,3,0,0,1.0,0.2,2.89,0.34,7.48,0.45,1.0,0.0,http://ufcstats.com/fighter-details/6436029b50a9c255
Andreas Stahl,Real Steel,5.92,170.0,,Orthodox,10,4,0,0,2.83,0.37,4.74,0.57,1.55,0.66,0.8,0.0,http://ufcstats.com/fighter-details/69a400af4420cd6a
Ron Stallings,The Choir Boy,6.17,170.0,75.0,Southpaw,14,8,0,0,3.22,0.6,3.26,0.51,0.0,0.0,0.71,0.0,http://ufcstats.com/fighter-details/6dd758d34da8d254
Cody Stamann,The Spartan,5.5,135.0,64.0,Orthodox,20,5,1,0,4.19,0.47,3.39,0.63,2.76,0.42,0.75,0.0,http://ufcstats.com/fighter-details/bf7ad5628363eec9
Cristina Stanciu,Barbie,5.25,115.0,,Orthodox,5,2,0,0,2.5,0.5,3.07,0.52,0.85,1.0,0.4,1.7,http://ufcstats.com/fighter-details/175852708cb55776
Brian Stann,All American,6.08,205.0,74.0,Orthodox,12,6,0,0,3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3,http://ufcstats.com/fighter-details/579fcdfcabd23a7b
Josh Stansbury,The Sandman,6.17,205.0,74.0,Orthodox,4,8,0,0,3.22,0.54,3.54,0.54,0.0,0.0,0.87,1.0,http://ufcstats.com/fighter-details/30ea504870f8597b
Dion Staring,Soldier,6.08,235.0,,Orthodox,35,14,0,0,1.09,0.37,5.0,0.47,0.0,0.0,0.33,0.0,http://ufcstats.com/fighter-details/289a57039d742bfe
Lucas Stark,,,155.0,,,1,5,0,0,1.6,0.25,3.2,0.66,12.0,1.0,0.0,0.0,http://ufcstats.com/fighter-details/93e4754d0984c82f
Clifford Starks,,6.0,185.0,78.0,Orthodox,13,3,0,0,1.94,0.33,2.49,0.58,1.94,1.0,0.6,0.0,http://ufcstats.com/fighter-details/5abf827d62f98fee
Kalib Starnes,,6.25,185.0,74.0,Orthodox,17,11,1,0,2.71,0.48,4.43,0.53,1.46,0.33,0.25,0.6,http://ufcstats.com/fighter-details/c8136ab8aa32c974
Laureano Staropoli,Pepi,6.08,185.0,71.0,Orthodox,9,5,0,0,3.31,0.34,3.73,0.54,0.83,0.26,0.48,0.0,http://ufcstats.com/fighter-details/a12a8314adc1c1c9
Damian Stasiak,Webster,5.42,135.0,70.0,Orthodox,10,6,0,0,1.86,0.36,3.1,0.52,2.64,0.35,0.43,0.6,http://ufcstats.com/fighter-details/42a7e90605df3c8a
Adam Steele,,,170.0,,,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/16044bd8762cf794
Dominique Steele,Non-Stop Action-Packed,5.83,170.0,74.0,Orthodox,14,9,0,0,2.32,0.49,2.42,0.5,2.95,0.42,0.76,0.0,http://ufcstats.com/fighter-details/68c11c27d4d56572
Ricky Steele,The Karate Kid,5.75,135.0,74.0,Orthodox,6,0,0,0,4.07,0.7,2.93,0.5,0.0,0.0,0.91,0.0,http://ufcstats.com/fighter-details/09a6ed4ee97a5606
Eric Steenberg,,,155.0,,,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/377bc9dc0b2745f9
Steve Steinbeiss,The Hooligan,6.25,185.0,75.0,Orthodox,9,4,0,0,3.92,0.55,1.86,0.49,0.44,0.5,0.58,0.0,http://ufcstats.com/fighter-details/0b5b6876c2a4723f
Ray Steinbeiss,Ipswitch Cobra,5.92,170.0,,Orthodox,14,7,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/6000b5ae6c462142
Dmitri Stepanov,,6.25,217.0,,Orthodox,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/738acab0c6934dd8
Jeremy Stephens,Lil' Heathen,5.75,145.0,71.0,Orthodox,28,19,0,0,3.17,0.4,3.05,0.58,1.16,0.38,0.65,0.4,http://ufcstats.com/fighter-details/18968f97ad34f15c
Aljamain Sterling,Funk Master,5.58,135.0,71.0,Orthodox,21,3,0,1,4.56,0.5,2.24,0.6,1.71,0.21,0.41,0.8,http://ufcstats.com/fighter-details/cb696ebfb6598724
Marc Stevens,,5.75,155.0,,,21,10,0,0,0.45,0.26,1.79,0.46,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/310c4d4b2b32796b
Joe Stevenson,Daddy,5.58,145.0,70.0,Orthodox,33,16,0,0,2.05,0.44,2.44,0.6,2.75,0.44,0.39,2.2,http://ufcstats.com/fighter-details/79899ecf62020f6d
Maia Stevenson,,5.33,115.0,62.0,Orthodox,6,5,0,0,1.57,0.54,3.13,0.33,3.91,1.0,0.5,0.0,http://ufcstats.com/fighter-details/2fee10d5cf86bfca
Luke Stewart,,5.92,170.0,,Orthodox,6,3,0,0,3.75,0.56,2.34,0.53,3.75,0.33,0.5,1.9,http://ufcstats.com/fighter-details/27b1a406ac171b19
Darren Stewart,The Dentist,6.0,205.0,74.0,Orthodox,12,8,0,0,3.05,0.45,3.29,0.48,1.75,0.45,0.67,0.1,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f
Kyle Stewart,Gunz Up,6.0,170.0,76.0,Orthodox,11,3,0,0,1.41,0.35,2.42,0.43,1.32,0.2,0.6,0.0,http://ufcstats.com/fighter-details/bb61823f76361297
Alex Stiebling,The Brazilian Killa,6.17,205.0,,Southpaw,19,11,1,0,1.77,0.42,1.45,0.52,0.35,0.66,0.66,0.7,http://ufcstats.com/fighter-details/df5a77121ba84a5d
Tyler Stinson,The Evolution,6.25,170.0,,,30,10,0,0,2.8,0.23,4.6,0.56,0.5,1.0,0.0,0.5,http://ufcstats.com/fighter-details/2cf520143e76cd2e
Dan Stittgen,The Anvil,6.08,170.0,,Orthodox,12,5,0,0,2.97,0.46,4.42,0.37,0.78,1.0,1.0,0.0,http://ufcstats.com/fighter-details/cc3147b49c7d7d92
Lazar Stojadinovic,The Bronx Bomber,5.58,145.0,68.0,Southpaw,12,5,0,0,1.82,0.29,1.97,0.59,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/4d25497994da569c
Denis Stojnic,,6.0,245.0,,Orthodox,13,3,0,0,1.51,0.23,6.06,0.36,0.0,0.0,0.8,1.0,http://ufcstats.com/fighter-details/a421465acbe59c77
Julija Stoliarenko,,5.58,135.0,66.0,,10,7,2,0,2.75,0.41,4.3,0.44,0.5,0.22,0.62,1.2,http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb
Dustin Stoltzfus,,6.0,185.0,75.0,Orthodox,14,4,0,0,2.97,0.41,3.17,0.47,1.77,0.35,0.46,0.5,http://ufcstats.com/fighter-details/71505842fb6455c3
Niklas Stolze,Green Mask,6.08,155.0,74.0,Switch,12,6,0,0,2.12,0.48,2.25,0.49,0.66,1.0,0.55,0.7,http://ufcstats.com/fighter-details/62f7097c04311193
Ken Stone,,5.67,135.0,71.0,Southpaw,11,4,0,0,3.85,0.49,2.9,0.48,1.24,0.33,0.6,0.6,http://ufcstats.com/fighter-details/fbf0947399d14323
Ryan Stonitsch,,5.75,170.0,,Southpaw,8,1,0,0,2.53,0.36,2.53,0.71,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/8d477c3fbe001f9d
George Stork,,5.83,185.0,,,7,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/61dd409cb40d1a55
Rick Story,The Horror,5.75,170.0,71.0,Southpaw,19,9,0,0,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9,http://ufcstats.com/fighter-details/5b5307450405abf0
Darko Stosic,,6.0,205.0,76.0,Orthodox,13,4,0,0,2.61,0.45,4.04,0.58,3.42,0.5,0.83,0.0,http://ufcstats.com/fighter-details/025f0b1b58fbad01
Greg Stott,Ranger,5.58,220.0,,Southpaw,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/91181b29be041f1c
Curtis Stout,,6.08,185.0,,Southpaw,11,12,1,0,0.69,0.67,3.2,0.29,0.0,0.0,0.2,0.0,http://ufcstats.com/fighter-details/e09dbbd5fe3f0fe2
Sam Stout,Hands of Stone,5.75,155.0,70.0,Orthodox,20,12,1,0,4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1,http://ufcstats.com/fighter-details/501b07aec9b8fc2d
Tim Stout,,5.92,185.0,,,12,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/e1a4568fec1fc24f
Jesse Strader,Sui Generis,5.58,135.0,70.0,Orthodox,5,3,0,0,5.03,0.51,5.28,0.47,3.87,0.57,1.0,0.0,http://ufcstats.com/fighter-details/8c39367b53eadf8a
Gennaro Strangis,,,,,,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/495add4fbede0a44
Dave Strasser,,5.83,170.0,,Orthodox,25,8,0,0,3.04,0.45,1.88,0.59,0.72,0.33,0.33,0.0,http://ufcstats.com/fighter-details/980b4e712489098e
Daniel Straus,,5.58,145.0,71.0,,24,7,0,0,4.76,0.43,2.99,0.57,0.84,0.15,0.81,1.1,http://ufcstats.com/fighter-details/15347cd4cdf01b03
Gerald Strebendt,The Finishing Machine,5.75,155.0,,Orthodox,9,7,0,0,0.0,0.0,4.0,0.38,0.0,0.0,0.0,16.4,http://ufcstats.com/fighter-details/04f9fe830cf13482
Sean Strickland,,6.08,185.0,76.0,Orthodox,25,4,0,0,5.54,0.4,4.01,0.65,1.14,0.61,0.85,0.3,http://ufcstats.com/fighter-details/0d8011111be000b2
Mark Striegl,Mugen,5.67,145.0,70.0,Southpaw,18,4,0,0,1.4,0.45,4.07,0.4,0.0,0.0,0.66,0.0,http://ufcstats.com/fighter-details/ef1182eb28c17d4e
Hans Stringer,,6.25,205.0,,Orthodox,22,8,3,0,3.16,0.61,2.84,0.41,2.4,0.36,0.62,0.0,http://ufcstats.com/fighter-details/523f6ad11dbe9b53
Stefan Struve,Skyscraper,6.92,265.0,84.0,Orthodox,33,13,0,0,3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7,http://ufcstats.com/fighter-details/ebc1f40e00e0c481
Josh Stuart,,5.75,160.0,,,1,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/601cf40c09090853
Mike Stumpf,,5.83,170.0,,,11,4,0,0,3.34,0.43,8.85,0.47,1.59,0.25,0.33,0.8,http://ufcstats.com/fighter-details/c0c36a5b3d5bbdd5
Kyle Sturgeon,,6.25,225.0,,Switch,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/d30415ec5e8783cd
Tatiana Suarez,,5.42,115.0,66.0,Southpaw,9,0,0,0,4.82,0.65,1.45,0.48,6.47,0.62,1.0,0.6,http://ufcstats.com/fighter-details/b08012bbe542592a
Masanori Suda,,5.75,183.0,,Orthodox,22,11,3,0,1.8,0.5,1.2,0.63,0.0,0.0,0.6,0.0,http://ufcstats.com/fighter-details/3a7513372f79c8c8
Genki Sudo,Neo-Samurai,5.75,155.0,,Orthodox,15,4,2,0,1.55,0.39,2.23,0.33,3.58,0.6,0.5,4.2,http://ufcstats.com/fighter-details/99dd0147dc4ef80c
Lucasz Sudolski,,6.33,205.0,75.0,Orthodox,8,1,0,0,5.7,0.67,4.89,0.28,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/b160e4f251283d70
Daisuke Sugie,Amazon,5.5,160.0,,Orthodox,10,8,1,0,0.0,0.0,0.22,0.8,3.27,0.5,0.0,3.3,http://ufcstats.com/fighter-details/8215e4fe24e8e81b
Takashi Sugiura,,5.92,225.0,,Southpaw,1,3,0,0,1.37,0.4,2.08,0.53,1.33,0.66,0.0,0.0,http://ufcstats.com/fighter-details/06c60fc2c8dcd7bd
Naho Sugiyuma,Sugi Rock,5.08,105.0,,,12,5,0,0,2.59,0.48,2.45,0.71,2.05,1.0,0.66,0.0,http://ufcstats.com/fighter-details/b205d4f2ff44bc89
George Sullivan,The Silencer,6.0,170.0,73.0,Orthodox,17,7,0,0,3.53,0.39,2.42,0.57,1.37,0.2,0.38,0.7,http://ufcstats.com/fighter-details/6c7e25571490aa3b
Amar Suloev,,5.75,183.0,,Orthodox,24,7,0,0,1.98,0.37,2.19,0.7,0.27,1.0,0.88,0.3,http://ufcstats.com/fighter-details/7aa88401f93ce836
Magomed Sultanakhmedov,,6.17,185.0,,Southpaw,18,6,0,0,0.0,0.0,2.4,0.42,9.0,1.0,0.0,9.0,http://ufcstats.com/fighter-details/fe1fdc6be470f773
Justin Sumter,,6.17,185.0,80.0,Southpaw,7,3,0,0,2.68,0.48,7.64,0.34,2.87,1.0,0.0,0.0,http://ufcstats.com/fighter-details/31f9a1f56cbb6ac5
,The Tibetan Eagle,5.67,125.0,72.0,Southpaw,16,5,0,0,4.83,0.54,2.75,0.62,0.32,1.0,0.66,0.6,http://ufcstats.com/fighter-details/3cf18e01cb6cbde3
Rama Supandhi,Hellboy,5.42,125.0,66.0,Southpaw,8,4,0,0,2.2,0.42,3.53,0.48,1.0,0.11,0.0,0.0,http://ufcstats.com/fighter-details/6d537248fe7cccf1
Aji Susilo,,5.83,155.0,,,6,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/22af3546bd967280
Jason Suttie,Nobunaga,6.0,210.0,,Orthodox,0,1,0,0,2.07,0.83,4.97,0.36,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/cc5834a495d1ea08
Joel Sutton,,5.92,205.0,,Orthodox,2,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a6a9ab5a824e8f66
Chad Sutton,,6.08,185.0,,,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/556347e2b0e33979
Danilo Suzart,,,251.0,,,9,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/3d99e5aa85d7576a
Martin Svensson,,6.08,155.0,,,15,6,0,0,2.02,0.38,5.91,0.38,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/bcad7223af3c19da
Daniel Swain,,5.75,145.0,70.0,Orthodox,20,10,1,0,0.8,0.44,3.2,0.4,0.0,0.0,0.0,6.0,http://ufcstats.com/fighter-details/cc39185f2d7d89e4
Cub Swanson,,5.67,145.0,70.0,Orthodox,28,12,0,0,4.66,0.5,3.65,0.6,1.08,0.51,0.61,0.5,http://ufcstats.com/fighter-details/d247691a6c0e9034
Mike Swick,Quick,6.08,170.0,77.0,Orthodox,15,6,0,0,2.36,0.37,2.29,0.54,1.06,0.5,0.61,0.6,http://ufcstats.com/fighter-details/9fe85152f351e737
Floyd Sword,,6.0,185.0,,Orthodox,12,3,0,0,0.78,0.42,1.57,0.4,0.0,0.0,0.33,0.0,http://ufcstats.com/fighter-details/5330fe7e4c3af81c
Oumar Sy,,,205.0,,,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/46e2011d92463b7e
Bentley Syler,Bolivia,5.33,125.0,,Orthodox,5,1,0,0,1.3,0.18,1.73,0.79,0.0,0.0,0.75,0.0,http://ufcstats.com/fighter-details/abd2109bc4cb0291
Kevin Syler,El Nino Bala,5.75,155.0,71.0,Switch,10,1,0,0,5.6,0.69,4.03,0.48,1.0,0.4,0.77,2.0,http://ufcstats.com/fighter-details/9094a881a7513de3
Leo Sylvest,Lethal,5.92,205.0,,Orthodox,10,16,0,0,0.0,0.0,6.58,0.27,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/58a36b4ccf5dc30e
Tony Sylvester,,6.08,225.0,,Southpaw,11,3,0,0,0.0,0.0,10.12,0.12,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/87b7df65c30008c4
Tim Sylvia,The Maine-iac,6.67,265.0,80.0,Orthodox,31,10,0,0,4.23,0.41,2.61,0.61,0.11,1.0,0.75,0.1,http://ufcstats.com/fighter-details/2a542ee8a8b83559
Kevin Szaflarski,,,260.0,,,10,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/d2d05dda5f887f87
Osamu Tachihikari,,6.42,300.0,,Orthodox,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/e7bc606d269896aa
Amber Tackett,,,115.0,,,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/bb01bc3c57f39b04
Eugenio Tadeu,,5.67,160.0,,Orthodox,2,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/f70144caea5c4c80
Justin Tafa,Bad Man,6.0,264.0,74.0,Southpaw,5,3,0,0,5.02,0.55,5.94,0.49,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/e13abac8089a801a
Junior Tafa,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/c15fa95b9a12fde4
Khalid Taha,The Warrior,5.42,135.0,69.0,Orthodox,13,4,0,0,2.69,0.33,4.02,0.45,0.0,0.0,0.61,0.3,http://ufcstats.com/fighter-details/b4537562f88ac582
Joe Taimanglo,The Juggernaut,5.33,135.0,,,23,7,1,0,4.18,0.42,4.55,0.59,5.45,0.4,1.0,1.4,http://ufcstats.com/fighter-details/9bf126927843e184
Tatsuro Taira,,5.58,125.0,70.0,Orthodox,11,0,0,0,3.8,0.65,0.6,0.73,1.0,0.2,0.6,3.0,http://ufcstats.com/fighter-details/4461d7e47375a895
Mairbek Taisumov,Beckan,5.75,155.0,73.0,Orthodox,27,6,0,0,2.98,0.39,3.03,0.64,1.34,0.63,0.88,0.0,http://ufcstats.com/fighter-details/8f5c8850b2484173
Nobuhiko Takada,,6.0,220.0,,Southpaw,2,6,2,0,0.31,0.24,1.92,0.39,1.15,0.2,0.0,0.0,http://ufcstats.com/fighter-details/a25b71fe5e31fa97
Yoshiki Takahashi,Kazuo,5.92,199.0,,Southpaw,30,27,3,0,2.26,0.51,6.47,0.44,0.0,0.0,0.66,2.3,http://ufcstats.com/fighter-details/6420efac0578988b
Yoko Takahashi,,5.67,150.0,,,15,12,2,0,5.11,0.54,8.78,0.48,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/01f86e2d604e2f3c
Daiju Takase,,6.0,170.0,,Southpaw,12,15,2,0,0.49,0.3,1.64,0.47,0.84,0.17,0.21,1.2,http://ufcstats.com/fighter-details/4f74c8be51db8a37
Hiroyuki Takaya,Streetfight Bancho,5.5,139.0,,Orthodox,21,14,2,0,3.18,0.33,3.16,0.6,0.9,0.45,0.66,0.0,http://ufcstats.com/fighter-details/0d16bdb7d32e88e9
Yoshihiro Takayama,,6.42,280.0,,Orthodox,1,4,0,0,3.4,0.54,5.69,0.29,0.67,0.33,0.55,0.0,http://ufcstats.com/fighter-details/d856a0080ac09ed7
Makoto Takimoto,,5.58,205.0,,Southpaw,6,5,0,0,1.37,0.39,1.71,0.55,1.48,0.5,0.25,1.1,http://ufcstats.com/fighter-details/a7724f51e32e763e
Oleg Taktarov,The Russian Bear,6.0,210.0,,Orthodox,17,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/1dc56b59cb28425d
Nordine Taleb,,6.08,170.0,74.0,Orthodox,15,7,0,0,3.66,0.51,2.62,0.66,1.94,0.76,0.73,0.0,http://ufcstats.com/fighter-details/49858bf46dabf6fb
Tsuyoshi Tamakairiki,,6.0,220.0,,Orthodox,0,3,0,0,0.0,0.0,26.67,0.5,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/eaa0a728cc91ef60
Eli Tamez,Tomahawk,5.58,135.0,,,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/bfd4d50591033a1f
Kiyoshi Tamura,,5.92,185.0,,Southpaw,32,13,3,0,2.44,0.53,1.44,0.6,0.58,0.6,0.45,0.2,http://ufcstats.com/fighter-details/30e8b4505f5ccf92
Akitoshi Tamura,The Ironman,5.75,135.0,70.0,Orthodox,21,18,2,0,3.73,0.43,1.94,0.78,0.0,0.0,0.2,1.0,http://ufcstats.com/fighter-details/c95fbc085e17a532
Issei Tamura,,5.42,135.0,63.0,Orthodox,10,8,0,0,1.89,0.53,4.58,0.44,0.92,0.25,0.33,0.0,http://ufcstats.com/fighter-details/57bf89d42364d39e
Jason Tan,,5.83,170.0,,Orthodox,5,3,0,0,0.69,0.29,7.37,0.18,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/ad3041e61896b975
Akihito Tanaka,Kinniku Mantaro,,,,Southpaw,2,2,0,0,0.19,0.5,2.05,0.38,5.59,0.66,0.0,0.0,http://ufcstats.com/fighter-details/1bf49bf829964144
Michinori Tanaka,,5.42,135.0,67.0,Orthodox,11,3,0,0,1.97,0.37,1.99,0.5,2.4,0.38,0.43,0.2,http://ufcstats.com/fighter-details/64788ee44b062ded
Evan Tanner,,6.0,185.0,74.0,Orthodox,32,8,0,0,3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3,http://ufcstats.com/fighter-details/8f2d9ee27f206f1f
Manny Tapia,The Mangler,5.42,135.0,67.0,Orthodox,12,14,1,0,2.69,0.21,4.74,0.58,0.49,0.4,0.66,0.2,http://ufcstats.com/fighter-details/0eec866a077889f0
Gary Tapusoa,,5.58,185.0,,,8,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/37ac9e0f4fc86171
Miesha Tate,Cupcake,5.5,125.0,65.0,Orthodox,19,9,0,0,2.61,0.44,3.1,0.51,1.88,0.29,0.55,1.3,http://ufcstats.com/fighter-details/b96619b3acd7d9da
Deividas Taurosevicius,,5.75,145.0,68.0,Southpaw,17,5,0,0,2.13,0.43,1.82,0.59,2.0,0.28,0.5,0.3,http://ufcstats.com/fighter-details/ef927e4fe2117ab8
Thiago Tavares,,5.58,145.0,70.0,Orthodox,21,7,1,0,2.0,0.4,2.31,0.62,3.83,0.42,0.62,1.5,http://ufcstats.com/fighter-details/8a59d346dc976a10
Jeremy Tavares,,,135.0,,,1,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/681d07e328798ec0
Brad Tavares,,6.08,185.0,74.0,Orthodox,19,8,0,0,3.3,0.43,3.01,0.56,0.86,0.26,0.8,0.0,http://ufcstats.com/fighter-details/0c6d9ea8306c029e
Paul Taylor,Relentless,6.0,155.0,72.0,Orthodox,11,6,1,0,4.44,0.47,4.47,0.55,0.27,0.25,0.56,0.5,http://ufcstats.com/fighter-details/9b74de674c355425
Jesse Taylor,JT Money,6.0,170.0,73.0,Orthodox,31,15,0,0,1.94,0.65,0.55,0.38,7.28,0.5,1.0,3.1,http://ufcstats.com/fighter-details/dd992d569aaebee6
Torrance Taylor,,5.58,155.0,,,13,8,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/88e53ec16b801740
Louis Taylor,Handgunz,5.92,185.0,,Orthodox,13,4,0,0,2.06,0.32,1.24,0.68,2.48,0.28,1.0,0.0,http://ufcstats.com/fighter-details/49bddfee9ed54cf3
Anthony Taylor,Pretty Boy,5.58,145.0,,,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/637a4d8825464c62
Danielle Taylor,Dynamite,5.0,115.0,60.0,Orthodox,9,4,0,0,2.75,0.29,3.31,0.71,0.2,0.2,0.7,0.2,http://ufcstats.com/fighter-details/b76c6268dc1d3c05
J.T Taylor,The Outlaw,5.83,,,,7,7,0,0,3.17,0.8,3.7,0.26,3.96,1.0,0.0,7.9,http://ufcstats.com/fighter-details/17c6e35e4da505b0
James Te Huna,,6.17,185.0,75.0,Orthodox,16,9,0,0,4.04,0.51,2.99,0.62,2.75,0.37,0.58,0.2,http://ufcstats.com/fighter-details/f5431394fb284bb9
Shawn Teed,,6.42,265.0,,Orthodox,5,2,0,0,1.4,0.42,13.31,0.21,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/5bb70ebd65075c5c
Glover Teixeira,,6.17,205.0,76.0,Orthodox,33,8,0,0,3.8,0.5,3.93,0.52,2.2,0.37,0.6,1.0,http://ufcstats.com/fighter-details/7ff97850e8c32bda
John Teixeira,Macapa,5.58,145.0,,Orthodox,21,2,2,0,3.36,0.35,3.2,0.63,1.0,0.27,0.71,0.7,http://ufcstats.com/fighter-details/86061eaba822bfea
Ewerton Teixeira,,6.08,242.0,,,3,1,0,0,2.0,0.39,3.22,0.35,0.0,0.0,0.33,0.0,http://ufcstats.com/fighter-details/de9e331b3e6bae70
Tra Telligman,Trauma,6.17,233.0,,Orthodox,7,5,1,0,1.83,0.35,3.02,0.56,0.87,1.0,0.8,0.0,http://ufcstats.com/fighter-details/1dab0d1d81dd06db
Taneisha Tennant,Triple Threat,5.58,145.0,70.0,Orthodox,5,1,0,0,5.67,0.55,3.4,0.71,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/87911d22a79d3203
Herman Terrado,,,170.0,,,15,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/61d6368013f8637f
Dave Terrel,The Bionic,5.67,170.0,,Southpaw,7,7,0,0,2.62,0.43,2.8,0.48,3.28,0.38,1.0,0.0,http://ufcstats.com/fighter-details/b9aa0024f295609e
David Terrell,The Soul Assassin,6.08,185.0,,Southpaw,6,2,0,0,2.34,0.63,2.71,0.37,5.54,0.5,0.0,5.5,http://ufcstats.com/fighter-details/4123fd4dcc1fe937
James Terry,Intensity,5.83,170.0,,Orthodox,19,9,0,0,3.23,0.32,4.77,0.64,3.31,0.36,0.75,0.0,http://ufcstats.com/fighter-details/5befa793316d3469
Jeff Terry,,6.17,205.0,,,2,3,0,0,1.09,0.5,9.27,0.19,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/60f86c449cd31e23
David Teymur,,5.75,155.0,73.0,Southpaw,8,2,0,0,4.69,0.43,3.53,0.55,0.94,0.33,0.77,0.0,http://ufcstats.com/fighter-details/2747c60e42d9d75f
Daniel Teymur,Kid Dynamite,5.42,145.0,69.0,Orthodox,7,4,0,0,3.08,0.46,3.93,0.56,0.56,0.18,0.6,0.3,http://ufcstats.com/fighter-details/fbf0537e420e698e
Motonobu Tezuka,,5.58,135.0,,Southpaw,28,12,7,0,0.87,0.23,2.8,0.51,1.5,0.11,0.0,0.5,http://ufcstats.com/fighter-details/d34636a85f0f4c90
